Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_m (F),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Database
"de Dear, R. J. and A. Auliciems (1985) ""Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies."" ASHRAE Trans., V. 91(2), pp. 452- 468.",Richard de Dear,1984.0,Summer,Cfa,Humid subtropical,Brisbane,Australia,Office,Naturally Ventilated,,,24.0,Male,0.1,,cooler,,,,0.35,7.6,25.72,0.55,1.13,1.058020478,1.348122867,1.058020478,1.058020478,27.2,81.0,,,27.2,81.0,,,26.9,80.4,26.6,79.9,27.0,80.6,,,27.0,80.6,,,51.5,,,0.28,55.12,,,0.28,55.12,,,,,,,,,,,,Database 1
"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",Michael Adebamowo,2009.0,Winter,Aw,Tropical wet savanna,Bauchi,Nigeria,Multifamily housing,Naturally Ventilated,,,53.0,Male,2.0,,cooler,,more,4.0,,,,,,,,,,35.0,95.0,,,,,,,,,,,,,,,,,,,54.0,drier,-2.0,0.0,0.0,,,,,,,159.0,70.0,,,,,,38.1,100.6,Database 2
"Kwok, A.G. ""Thermal Comfort in Tropical Classrooms."" ASHRAE Trans., V. 104 (1), 1998.",Alison Kwok,1995.0,Autumn,As,Tropical dry savanna,Honolulu,USA,Classroom,Naturally Ventilated,,,16.0,Male,2.0,0.0,cooler,,more,5,,,,0.44,1.2,,,,,,,29.8,85.7,,,,,29.7,85.4,,,29.5,85.2,29.5,85.2,,,,,59.6,,,,,0.28,55.59,,,,,,,,,,,,,,Database 1
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Spring,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Female,-3.0,0.0,,,,3.0,,,,0.96,,,1.1,,1.2,22.2,71.9,,,22.2,71.9,,,21.6,70.9,,,,,,,21.1,70.0,,,51.5,,,0.04,7.3,,,0.04,7.3,,,,,,,,,,18.0,64.4,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,3.0,0.0,cooler,,,,0.6,12.0,27.92,0.83,1.6,,,,,22.5,72.4,,,,,,,,,,,,,23.4,74.0,,,23.6,74.5,20.9,,,0.06,11.81,,,,,,,,,,,,,,16.0,61.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,no change,,,,-0.7,15.0,23.2,0.68,1.1,,,,,22.4,72.3,,,,,,,,,,,,,22.6,72.7,,,22.5,72.5,30.4,,,0.11,21.65,,,,,,,,,,,,,,4.0,39.0,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Csb,Warm-summer Mediterranean,Porto,Portugal,Office,Naturally Ventilated,,Mechanical Heating,,Female,0.0,,no change,,less,,0.8,20.0,28.98,0.75,1.2,,,,,24.6,76.3,,,,,,,,,27.5,81.5,26.2,79.2,,,,,,,60.7,no change,0.0,0.1,19.69,,,,,,,,,,,,,,18.3,64.9,Database 2
"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Indonesia,Office,Naturally Ventilated,,,39.0,Female,1.0,,,,,,,,,0.63,1.0,,,,,30.0,86.0,,,30.0,86.0,,,30.4,86.7,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,Database 1
"Djamila, H., Chu, C. M., & Kumaresan, S. (2013). Field study of thermal comfort in residential buildings in the equatorial hot-humid climate of Malaysia. Building and Environment, 62, 133-142.",Djamila,2007.0,Autumn,Af,Tropical rainforest,Kota Kinabalu,Malaysia,Multifamily housing,Naturally Ventilated,,,25.0,Female,0.0,1.0,no change,,,,,,,0.22,1.0,,,,,30.4,86.7,,,,,,,,,,,,,30.4,86.7,,,,,71.2,no change,,0.1,19.69,,,,,,,165.0,52.0,,1.0,1.0,1.0,,28.0,82.4,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Summer,BSh,Hot semi-arid,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,,Female,2.0,1.0,no change,,more,,0.5,10.0,26.86,0.68,1.0,,,,,25.9,78.6,,,,,,,,,,,,,25.7,78.3,,,,,69.0,,,0.01,1.97,,,,,,,,65.0,,,,0.0,,27.0,80.6,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Naturally Ventilated,,22.0,Male,0.0,1.0,,1.0,more,,,,,0.6,1.0,,,,,27.2,81.0,,,,,,,,,,,,,,,,,,,80.7,,,0.3,59.06,,,,,,,185.0,103.0,,,1.0,,,23.0,73.4,Database 2
"Romero, R. A., Boj—rquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, MŽxico. Renewable energy, 49, 267-270.",Ramona Romero,2008.0,Winter,Aw,Tropical wet savanna,MÌ©rida,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,,,,,,,,,,,,,,24.7,76.5,,,,,,,,,,,,,24.7,76.5,,,,,40.0,,,4.8,944.88,,,,,,,140.0,,,,,,,21.1,70.0,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,Cwb,Subtropical highland,Shimla,India,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,45.0,Male,0.0,1.0,no change,,no change,6.0,0.6,14.0,27.37,0.77,1.1,,,,,25.9,78.6,25.9,78.6,,,,,,,,,,,26.2,79.2,,,,,40.6,,,0.06,11.81,0.06,11.81,,,,,172.7,65.0,,,1.0,,,18.5,65.3,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Winter,BSh,Hot semi-arid,Ahmedabad,India,Office,Mixed Mode,Naturally Ventilated,,45.0,Male,-1.0,1.0,no change,,less,6.0,0.1,5.0,25.39,1.08,1.2,,,,,24.2,75.6,24.2,75.6,,,,,,,,,,,23.7,74.7,,,,,29.5,,,0.41,80.71,0.41,80.71,,,,,176.0,92.0,,0.0,1.0,,,21.3,70.3,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,-1.0,1.0,warmer,,,,0.4,8.0,26.26,0.5,1.3,,,,,25.5,77.8,,,,,,,,,,,,,25.5,77.9,,,,,44.4,,,0.02,4.1,,,,,,,,,,,,,,16.0,61.0,Database 2
"Bouden, C., and N. Ghrab. ""An adaptive thermal comfort model for the Tunisian context: a field study results.""ÊEnergy and Buildings 37.9 (2005): 952-963.",Bouden,1996.0,Winter,BWh,Hot desert,Gafsa,Tunisia,Multifamily housing,Naturally Ventilated,,,,,0.0,,,,,5.0,-2.7,97.0,16.43,0.47,1.2,1.0,,1.6,,18.3,64.9,,,18.3,64.9,,,18.1,64.6,,,,,,,17.9,64.2,,,60.0,,,0.22,43.63,,,0.22,43.66,,,,,0.0,,,,0.0,13.0,55.4,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Naturally Ventilated,,30.0,Female,2.0,1.0,,1.0,more,,,,,0.89,1.0,,,,,24.7,76.5,,,,,,,,,,,,,,,,,,,84.9,,,0.4,78.74,,,,,,,161.0,48.0,,,1.0,,,23.0,73.4,Database 2
"F. Tartarini, P. Cooper, R. Fleming, Thermal perceptions, preferences and adaptive behaviours of occupants of nursing homes, Build. Environ. 132 (2018) 57‰ÛÒ69.",Federico Tartarini,2016.0,Summer,Cfa,Humid subtropical,Wollongong,Australia,Senior center,Mixed Mode,Naturally Ventilated,Mechanical Heating,70.0,Female,0.0,,no change,,more,5.0,-1.5,52.0,21.41,0.48,1.0,,,,,22.3,72.1,22.9,73.2,22.4,72.3,21.5,70.7,22.8,73.0,23.2,73.8,22.9,73.2,23.3,73.9,22.9,73.2,,,45.5,,1.0,0.1,19.03,0.05,9.84,0.06,11.81,0.18,35.43,,,,0.0,0.0,,0.0,23.5,74.4,Database 2
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Autumn,BSh,Hot semi-arid,Jaipur,India,Multifamily housing,Naturally Ventilated,,,19.0,Male,1.0,,cooler,,,4.0,,,,0.54,1.0,,,,,33.3,91.9,,,,,,,,,,,,,,,,,,,28.7,drier,0.0,0.95,187.01,,,,,,,162.6,53.0,,1.0,,,,34.4,93.9,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,London,UK,Others,Naturally Ventilated,,Mechanical Heating,,Female,0.0,,no change,,less,,0.5,10.0,26.54,0.68,1.2,,,,,26.8,80.3,,,,,,,,,23.9,75.0,24.2,75.5,,,,,,,44.5,no change,1.0,0.0,0.0,,,,,,,,,,,,,,4.8,40.6,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Autumn,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Male,0.0,,no change,,no change,,0.6,12.0,27.27,0.68,1.0,,,,,26.8,80.2,,,,,,,,,,,,,27.3,81.1,,,,,50.0,,,0.18,35.43,,,,,,,,75.0,,,0.0,0.0,,29.7,85.5,Database 2
"Benton, C. C. and Brager, G. S. (1994) Sunset Building: Final Report; A study of occupant thermal comfort in support of PG&E's advanced customer technology test (ACT2) for Maximum Energy Efficiency, CEDR.",Chris Benton,1992.0,Winter,Csc,Cool-summer mediterranean,San Ramon,USA,Office,Air Conditioned,,,,Male,-1.0,,cooler,,,3,-0.92,23.05,22.65,0.72,1.0,,,,,22.2,72.0,22.5,72.6,22.2,72.0,21.8,71.3,22.4,72.3,22.5,72.5,22.4,72.2,22.7,72.9,22.4,72.3,22.0,71.5,26.8,,,0.06,10.89,0.07,13.58,0.05,10.63,0.04,8.46,,,,,,,,,,Database 1
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Spring,BSh,Hot semi-arid,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,,Male,0.0,0.0,no change,,more,,0.4,9.0,26.67,0.68,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,60.0,,,0.0,0.0,,31.5,88.7,Database 2
"Teli, D., Jentsch, M. F., & James, P. A. (2012). Naturally ventilated classrooms: An assessment of existing comfort models for predicting the thermal sensation and preference of primary school children. Energy and Buildings, 53, 166-182.",Despoina Teli,2011.0,Spring,Dfb,Warm-summer humid continental,Hampshire,UK,Classroom,Naturally Ventilated,,,,,0.0,,,,,,0.2,6.0,25.34,0.35,1.2,,,,,26.0,78.7,,,,,,,26.0,78.7,25.9,78.7,,,,,,,,,57.3,,,0.07,14.37,,,,,,,,,,,,,,22.1,71.8,Database 2
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Autumn,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Male,0.0,1.0,,,,5.0,,,,0.58,,,1.0,,1.9,22.1,71.7,,,22.1,71.7,,,22.1,71.7,,,,,,,22.1,71.7,,,39.3,,,0.03,5.1,,,0.03,5.1,,,,,,,,,,12.0,53.6,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Air Conditioned,,20.0,Male,0.0,1.0,,1.0,more,,,,,0.31,1.0,,,,,25.2,77.4,,,,,,,,,,,,,,,,,,,59.7,,,0.4,78.74,,,,,,,163.0,68.0,,,1.0,,,23.0,73.4,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,no change,,,,0.1,5.0,25.56,0.68,1.2,,,,,24.1,75.4,,,,,,,,,,,,,24.1,75.4,,,,,41.4,,,0.03,5.25,,,,,,,,,,,,,,16.0,61.0,Database 2
"F. Tartarini, P. Cooper, R. Fleming, Thermal perceptions, preferences and adaptive behaviours of occupants of nursing homes, Build. Environ. 132 (2018) 57‰ÛÒ69.",Federico Tartarini,2016.0,Summer,Cfa,Humid subtropical,Wollongong,Australia,Senior center,Mixed Mode,Air Conditioned,Mechanical Heating,,Female,-1.0,,no change,,more,5.0,-1.5,52.0,21.07,0.45,1.0,,,,,21.1,70.0,21.4,70.5,21.3,70.3,20.7,69.3,22.2,72.0,23.2,73.8,22.2,72.0,22.2,72.0,22.2,72.0,,,65.1,,0.0,0.12,24.28,0.13,25.59,0.1,19.69,0.14,27.56,,,,0.0,0.0,,0.0,23.8,74.8,Database 2
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Winter,BSh,Hot semi-arid,Jaipur,India,Multifamily housing,Naturally Ventilated,,,20.0,Female,-1.0,,warmer,,less,5.0,,,,0.79,1.0,,,,,19.8,67.6,,,,,,,,,,,,,,,,,,,36.5,more humid,1.0,0.28,55.12,,,,,,,,,0.0,,0.0,1.0,,23.8,74.8,Database 2
"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",Gail Schiller,1987.0,Spring,Csc,Cool-summer mediterranean,San Francisco,USA,Office,Air Conditioned,,,,Male,0.0,,no change,,,4,-1.32,41.52,21.97,0.54,1.0,,,,,22.9,73.2,23.3,73.9,22.4,72.3,22.9,73.2,23.1,73.6,23.4,74.1,23.1,73.6,23.4,74.1,22.9,73.2,23.0,73.4,38.1,,,0.16,30.84,0.13,25.59,0.22,43.31,0.12,23.62,,,,,,,,,,Database 1
"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",Anoop Honnekeri,2012.0,Spring,Csc,Cool-summer Mediterranean,Alameda,USA,Office,Naturally Ventilated,,,,,-0.3,0.0,no change,1.0,no change,,,,,0.5,,,,,,22.3,72.2,22.3,72.2,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,0.0,,,0.0,11.7,53.1,Database 2
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Summer,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Male,0.0,1.0,,,,5.0,,,,0.36,,,1.1,,1.3,25.1,77.2,,,25.1,77.2,,,24.9,76.9,,,,,,,24.8,76.6,,,49.9,,,0.03,6.1,,,0.03,6.1,,,,,,,,,,31.0,87.8,Database 2
"Baker, N and M. Standeven. (1995) ""A Behavioural Approach to Thermal Comfort Assessment in Naturally Ventilated Buildings"". Proceedings from CIBSE National Conference, Ch 76-84.",Nick Baker,1993.0,Summer,Csa,Hot-summer mediterranean,Athens,Greece,Office,Naturally Ventilated,,,,Male,2.0,1.0,cooler,,,,0.69,14.89,28.29,0.39,0.8,,,,,30.5,86.9,,,30.5,86.9,,,30.5,86.9,30.5,86.9,30.5,86.9,,,30.5,86.9,,,37.9,,,0.13,24.62,,,0.13,24.62,,,,,,,,,,,,Database 1
"Romero, R. A., Boj—rquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, MŽxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,Aw,Tropical wet savanna,Colima,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,,,,,,,,,,,,,,29.8,85.6,,,,,,,,,,,,,29.9,85.8,,,,,46.0,,,0.5,98.43,,,,,,,148.0,,,,,,,24.0,75.2,Database 2
"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Indonesia,Office,Naturally Ventilated,,,35.0,Male,2.0,,,,,,,,,0.53,1.0,,,,,30.0,86.0,,,30.0,86.0,,,30.8,87.4,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,Database 1
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Winter,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Female,-1.0,1.0,cooler,,more,,0.0,5.0,25.5,0.84,1.0,,,,,25.1,77.2,,,,,,,,,,,,,24.6,76.3,,,,,47.0,,,0.16,31.5,,,,,,,,47.0,,,0.0,0.0,,30.8,87.4,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Autumn,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Female,0.0,0.0,no change,,no change,,0.1,5.0,25.62,0.72,1.0,,,,,24.5,76.1,,,,,,,,,,,,,25.0,77.0,,,,,50.0,,,0.09,17.72,,,,,,,,54.0,,,0.0,0.0,,29.7,85.5,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Winter,Aw,Tropical wet savanna,Bangalore,India,Office,Air Conditioned,,,25.0,Male,2.0,1.0,no change,,more,5.0,1.0,28.0,28.48,0.8,1.2,,,,,27.7,81.9,27.7,81.9,,,,,,,,,,,27.9,82.2,,,,,48.5,,,0.32,62.01,0.32,62.01,,,,,182.9,115.0,,0.0,0.0,,1.0,29.9,85.8,Database 2
"de Dear, R.J. and M.E. Fountain (1994) ""Field experiments on occupant comfort and office thermal environments in a hot- humid climate,"" ASHRAE Transactions, Vol.100(2), pp.457- 475.",Richard de Dear,1992.0,Winter,Aw,Tropical wet savanna,Townsville,Australia,Office,Air Conditioned,,,35.0,Female,1.4,0.0,cooler,0.0,more,3,0.69,14.94,28.34,0.71,1.54,1.6,1.6,2.0,1.0,24.6,76.4,24.8,76.6,24.8,76.6,24.4,75.9,24.6,76.2,24.5,76.1,24.6,76.2,24.8,76.6,24.6,76.2,24.3,75.8,40.0,,,0.1,19.69,0.09,17.13,0.11,21.46,0.08,16.54,,,,,,,,,,Database 1
"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Canada,Office,Air Conditioned,,,45.0,Male,0.0,,no change,,,,,,,0.64,,,,,,22.7,72.9,,,22.7,72.9,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,-1.0,1.0,warmer,,,,0.4,8.0,28.22,1.42,1.2,,,,,21.5,70.7,,,,,,,,,,,,,21.6,70.9,,,22.0,71.6,44.0,,,0.11,21.65,,,,,,,,,,,,,,4.0,39.0,Database 2
"Bae C., Lee H., Chun C. Predicting indoor thermal sensation for the elderly in welfare centres in Korea using local skin temperatures. Indoor and Built Environment 26 (2017), 1155-1167.",Chungyoon Chun,2009.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Seoul,South Korea,Senior center,Mixed Mode,Unknown,,80.0,Female,0.0,,,,,,,,,0.51,,,,,,23.8,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,55.0,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,Aw,Tropical wet savanna,Chennai,India,Office,Naturally Ventilated,,,45.0,Male,1.0,1.0,warmer,,no change,5.0,1.6,55.0,30.23,0.62,1.1,,,,,29.5,85.1,29.5,85.1,,,,,,,,,,,29.7,85.5,,,,,74.7,,,0.4,77.76,0.4,77.76,,,,,179.0,72.0,,1.0,1.0,,,38.1,100.5,Database 2
"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",Gail Schiller,1987.0,Spring,Csc,Cool-summer mediterranean,Walnut Creek,USA,Office,Air Conditioned,,,,Female,-2.0,,warmer,,,1,0.37,7.82,26.99,1.11,1.0,,,,,24.2,75.5,24.5,76.1,24.0,75.2,24.0,75.2,24.2,75.6,24.2,75.6,24.2,75.6,24.5,76.1,24.1,75.4,24.0,75.2,40.2,,,0.03,6.56,0.06,11.81,0.04,7.87,0.0,0.0,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,no change,,,,0.2,6.0,25.96,0.63,1.8,,,,,20.7,69.2,,,,,,,,,,,,,20.6,69.2,,,,,35.4,,,0.06,11.81,,,,,,,,,,,,,,16.0,61.0,Database 2
"Heidari, Shahin, and Steve Sharples. ""A comparative analysis of short-term and long-term thermal comfort surveys in Iran."" Energy and Buildings 34.6 (2002): 607-614.",Shahin Heidari,1999.0,Summer,Csa,Hot-summer Mediterranean,Ilam,Iran,Office,Naturally Ventilated,,,,,1.0,,cooler,,,,,,,0.49,1.2,,,,,32.2,89.9,,,,,,,,,,,,,,,,,,,17.6,,,0.13,25.59,,,,,,,,,,,,,,17.0,62.6,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Autumn,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Male,-2.0,1.0,no change,,more,,0.7,16.0,27.47,0.68,1.0,,,,,27.0,80.6,,,,,,,,,,,,,27.5,81.5,,,,,39.0,,,0.09,17.72,,,,,,,,80.0,,,0.0,0.0,,29.7,85.5,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,1.0,cooler,,,,,,,,1.1,,,,,22.4,72.3,,,,,,,,,,,,,22.7,72.9,,,22.7,72.9,34.8,,,0.1,19.69,,,,,,,,,,,,,,4.0,39.0,Database 2
